#gene_id	GO
SpGA2022_050409-R0	GO:0016491
SpGA2022_050410-R0	GO:0005515
SpGA2022_002273-R0	NA
SpGA2022_002274-R0	GO:0006629,GO:0016717
SpGA2022_002275-R0	GO:0006629,GO:0016717
SpGA2022_050411-R0	GO:0016020
SpGA2022_002277-R0	NA
SpGA2022_050412-R0	GO:0003700
SpGA2022_002279-R0	NA
SpGA2022_002280-R0	GO:0004672,GO:0005524,GO:0006468
SpGA2022_002281-R0	GO:0003700,GO:0005634,GO:0008270
SpGA2022_050413-R0	GO:0004435,GO:0006629,GO:0007165,GO:0008081,GO:0035556
SpGA2022_002284-R0	GO:0004672,GO:0005524,GO:0006468
SpGA2022_002285-R0	NA
SpGA2022_002286-R0	NA
SpGA2022_002287-R0	NA
SpGA2022_050414-R0	GO:0004672,GO:0005509,GO:0005524,GO:0006468
SpGA2022_002289-R0	GO:0005515,GO:0046872
SpGA2022_002290-R0	NA
SpGA2022_050415-R0	NA
SpGA2022_002292-R0	NA
SpGA2022_002293-R0	GO:0005784,GO:0006886
SpGA2022_002294-R0	GO:0006367
SpGA2022_002295-R0	NA
SpGA2022_002295-R1	NA
SpGA2022_002297-R0	NA
SpGA2022_002298-R0	GO:0016021
SpGA2022_050417-R0	GO:0004185,GO:0006508
SpGA2022_002300-R0	NA
SpGA2022_002301-R0	GO:0003677,GO:0005634,GO:0006355
SpGA2022_002302-R0	GO:0004601,GO:0006979,GO:0020037,GO:0042744
SpGA2022_050418-R0	GO:0005515,GO:0008270
SpGA2022_002304-R0	NA
SpGA2022_050419-R0	GO:0005515,GO:0005737,GO:0006606,GO:0061608
SpGA2022_002306-R0	NA
SpGA2022_002307-R0	GO:0019905
SpGA2022_002308-R0	GO:0001522,GO:0003723,GO:0004672,GO:0005524,GO:0006468,GO:0009451,GO:0009982,GO:0030246
SpGA2022_002308-R1	GO:0001522,GO:0003723,GO:0009451,GO:0009982
SpGA2022_002309-R0	NA
SpGA2022_002310-R0	NA
SpGA2022_050421-R0	GO:0008270
SpGA2022_050422-R0	GO:0003975,GO:0006487,GO:0006488,GO:0008963,GO:0016021
SpGA2022_050423-R0	NA
SpGA2022_002314-R0	NA
SpGA2022_050424-R0	GO:0003676,GO:0004386,GO:0005524
SpGA2022_002316-R0	NA
SpGA2022_050425-R0	GO:0045145
SpGA2022_002318-R0	GO:0016765
SpGA2022_050426-R0	NA
SpGA2022_002320-R0	NA
SpGA2022_050427-R0	NA
SpGA2022_050428-R0	GO:0005515
SpGA2022_050429-R0	GO:0004842,GO:0005515
SpGA2022_002323-R0	GO:0005515
SpGA2022_002324-R0	NA
SpGA2022_002325-R0	NA
SpGA2022_050430-R0	GO:0004672,GO:0005524,GO:0006468
SpGA2022_050431-R0	GO:0004601,GO:0006979,GO:0020037
SpGA2022_002328-R0	NA
SpGA2022_002329-R0	GO:0000724,GO:0003677,GO:0005524,GO:0006281,GO:0008094,GO:0033063
SpGA2022_050432-R0	GO:0003677,GO:0003700,GO:0006355
SpGA2022_002331-R0	NA
SpGA2022_002332-R0	NA
SpGA2022_002333-R0	NA
SpGA2022_002334-R0	NA
SpGA2022_002335-R0	NA
SpGA2022_002336-R0	NA
SpGA2022_002337-R0	NA
SpGA2022_050433-R0	GO:0003676,GO:0008270,GO:0015074
SpGA2022_002338-R0	NA
SpGA2022_050434-R0	NA
SpGA2022_002340-R0	NA
SpGA2022_050435-R0	GO:0006508,GO:0008237,GO:0008270
SpGA2022_002342-R0	NA
SpGA2022_050436-R0	GO:0003700,GO:0006355,GO:0043565
SpGA2022_002343-R0	NA
SpGA2022_002345-R0	GO:0004672,GO:0005524,GO:0006468
SpGA2022_002346-R0	NA
SpGA2022_002347-R0	NA
SpGA2022_050437-R0	GO:0003677,GO:0003899,GO:0006351
SpGA2022_002349-R0	NA
SpGA2022_002350-R0	GO:0016791
SpGA2022_002351-R0	GO:0016973
SpGA2022_002352-R0	NA
SpGA2022_002352-R1	GO:0016021
SpGA2022_002353-R0	NA
SpGA2022_002354-R0	GO:0005515
SpGA2022_050439-R0	GO:0004672,GO:0005524,GO:0006468
SpGA2022_002355-R0	NA
SpGA2022_002357-R0	NA
SpGA2022_050440-R0	GO:0005524,GO:0007018,GO:0008017,GO:1990939
SpGA2022_050441-R0	GO:0031011
SpGA2022_002359-R0	NA
SpGA2022_002361-R0	GO:0005515
SpGA2022_050442-R0	GO:0003824,GO:0008033
SpGA2022_002363-R0	NA
SpGA2022_002363-R1	NA
SpGA2022_002364-R0	GO:0003676
SpGA2022_050444-R0	GO:0003676,GO:0008270
SpGA2022_002366-R0	GO:0003677,GO:0046982
SpGA2022_050445-R0	NA
SpGA2022_002368-R0	NA
SpGA2022_002370-R0	GO:0004672,GO:0005515,GO:0005524,GO:0006468
SpGA2022_002371-R0	GO:0005515
SpGA2022_050446-R0	NA
SpGA2022_050447-R0	GO:0000166,GO:0005524,GO:0016021,GO:0016887
SpGA2022_050448-R0	NA
SpGA2022_002375-R0	GO:0003352
SpGA2022_050449-R0	NA
SpGA2022_002377-R0	GO:0061666,GO:0071569
SpGA2022_050450-R0	GO:0005515
SpGA2022_050451-R0	GO:0005515
SpGA2022_002379-R0	GO:0000145,GO:0006887
SpGA2022_002380-R0	NA
SpGA2022_050452-R0	NA
SpGA2022_002382-R0	GO:0046872
SpGA2022_050453-R0	NA
SpGA2022_050454-R0	GO:0005515
SpGA2022_002385-R0	GO:0005515,GO:0006749,GO:0033355,GO:0045174,GO:0098869
SpGA2022_002386-R0	NA
SpGA2022_050455-R0	GO:0008271,GO:0008272,GO:0015116,GO:0016020,GO:0016021,GO:0055085
SpGA2022_002388-R0	NA
SpGA2022_050456-R0	GO:0005515
SpGA2022_050457-R0	GO:0004553,GO:0004563,GO:0005975
SpGA2022_002391-R0	NA
SpGA2022_002392-R0	NA
SpGA2022_050458-R0	GO:0006470,GO:0008138,GO:0016311,GO:0016791
SpGA2022_002394-R0	NA
SpGA2022_050459-R0	GO:0003676,GO:0008270
SpGA2022_050460-R0	GO:0004672,GO:0005515,GO:0005524,GO:0006468
SpGA2022_002397-R0	GO:0055085
SpGA2022_002398-R0	NA
SpGA2022_050461-R0	GO:0003735,GO:0005840,GO:0006412
SpGA2022_050462-R0	GO:0005509,GO:0009523,GO:0009654,GO:0015979,GO:0019898
SpGA2022_002401-R0	GO:0005524,GO:0016021,GO:0042626,GO:0055085
SpGA2022_002402-R0	NA
SpGA2022_002403-R0	GO:0006623,GO:0016192
SpGA2022_002404-R0	GO:0005515
SpGA2022_002405-R0	GO:0015267,GO:0016020,GO:0055085
SpGA2022_050463-R0	GO:0008837,GO:0009089
SpGA2022_002407-R0	GO:0003676,GO:0008270
SpGA2022_002408-R0	NA
SpGA2022_002409-R0	NA
SpGA2022_002410-R0	NA
SpGA2022_002411-R0	NA
SpGA2022_002412-R0	NA
SpGA2022_002413-R0	GO:0004591,GO:0006099,GO:0016624,GO:0030976
SpGA2022_002414-R0	GO:0003924,GO:0005525
SpGA2022_050464-R0	NA
SpGA2022_002416-R0	NA
SpGA2022_002417-R0	GO:0000786,GO:0003677,GO:0046982
SpGA2022_050465-R0	NA
SpGA2022_002419-R0	NA
SpGA2022_002420-R0	NA
SpGA2022_002421-R0	GO:0003779,GO:0015629,GO:0030042
SpGA2022_002422-R0	NA
SpGA2022_050466-R0	GO:0005515
SpGA2022_002424-R0	GO:0000381,GO:0005634,GO:0080009
SpGA2022_002425-R0	GO:0000786,GO:0003677,GO:0046982
SpGA2022_050467-R0	NA
SpGA2022_002427-R0	NA
SpGA2022_050468-R0	GO:0016491
SpGA2022_050469-R0	GO:0002098,GO:0005515,GO:0033588
SpGA2022_002430-R0	GO:0005096,GO:0016192
SpGA2022_002430-R1	GO:0005096,GO:0016192
SpGA2022_050471-R0	GO:0005515
SpGA2022_050472-R0	GO:0003676
SpGA2022_050473-R0	NA
SpGA2022_002434-R0	NA
SpGA2022_002435-R0	NA
SpGA2022_050474-R0	NA
SpGA2022_002437-R0	NA
SpGA2022_002438-R0	GO:0006751,GO:0036374
SpGA2022_050475-R0	GO:0042732,GO:0048040,GO:0070403
SpGA2022_050476-R0	NA
SpGA2022_002442-R0	NA
SpGA2022_002443-R0	NA
SpGA2022_050477-R0	GO:0016021,GO:0032977
SpGA2022_050478-R0	GO:0005524,GO:0016887
SpGA2022_002447-R0	NA
SpGA2022_002448-R0	NA
SpGA2022_002449-R0	NA
SpGA2022_002450-R0	GO:0015020,GO:0016020,GO:0016757
SpGA2022_002451-R0	GO:0005524,GO:0016887
SpGA2022_002451-R1	GO:0005524,GO:0016887
SpGA2022_002452-R0	GO:0005524,GO:0016887
SpGA2022_002453-R0	GO:0003677,GO:0006355
SpGA2022_002454-R0	NA
SpGA2022_050480-R0	GO:0004842,GO:0005515,GO:0016567
SpGA2022_002457-R0	NA
SpGA2022_002458-R0	GO:0003735,GO:0005840,GO:0006412
SpGA2022_002459-R0	GO:0005515
SpGA2022_002460-R0	NA
SpGA2022_002461-R0	GO:0006629,GO:0016627
SpGA2022_050481-R0	GO:0004672,GO:0004674,GO:0005509,GO:0005524,GO:0006468,GO:0016021
SpGA2022_002463-R0	GO:0006629,GO:0016627
SpGA2022_002464-R0	NA
SpGA2022_002465-R0	GO:0004672,GO:0004674,GO:0005509,GO:0005524,GO:0006468,GO:0016021,GO:0030247
SpGA2022_002466-R0	NA
SpGA2022_002467-R0	GO:0004672,GO:0004674,GO:0004842,GO:0005509,GO:0005524,GO:0006468,GO:0016021,GO:0016567,GO:0030247
SpGA2022_002468-R0	GO:0004674,GO:0016021,GO:0030247
SpGA2022_002469-R0	GO:0030247
SpGA2022_002470-R0	GO:0004672,GO:0004674,GO:0004842,GO:0005509,GO:0005524,GO:0006468,GO:0016021,GO:0016567,GO:0030247
SpGA2022_050482-R0	GO:0004672,GO:0004842,GO:0005524,GO:0006468,GO:0016567
SpGA2022_002472-R0	GO:0004722,GO:0006470,GO:0016791
SpGA2022_002473-R0	NA
SpGA2022_002474-R0	NA
SpGA2022_050483-R0	NA
SpGA2022_050484-R0	NA
SpGA2022_002477-R0	GO:0005525
SpGA2022_002479-R0	GO:0046872
SpGA2022_002480-R0	NA
SpGA2022_002481-R0	GO:0005515,GO:0031929,GO:0031931,GO:0031932
SpGA2022_002482-R0	NA
SpGA2022_002483-R0	NA
SpGA2022_002484-R0	GO:0004553,GO:0005975
SpGA2022_050485-R0	GO:0008270,GO:0061630,GO:0071596
SpGA2022_002486-R0	GO:0047617
SpGA2022_002487-R0	GO:0005634,GO:0006351,GO:0010338
SpGA2022_050486-R0	GO:0005634,GO:0006260
SpGA2022_050487-R0	GO:0004672,GO:0005524,GO:0006468
SpGA2022_002490-R0	GO:0005507,GO:0016491
SpGA2022_002491-R0	GO:0003676,GO:0004672,GO:0005524,GO:0006468
SpGA2022_002491-R1	GO:0004672,GO:0005524,GO:0006468
SpGA2022_002492-R0	GO:0006886,GO:0016192,GO:0030117,GO:0030123
SpGA2022_002493-R0	NA
SpGA2022_002494-R0	NA
SpGA2022_002495-R0	NA
SpGA2022_002496-R0	GO:0005576,GO:0009664
SpGA2022_002497-R0	GO:0004252,GO:0006508,GO:0016021
SpGA2022_002498-R0	NA
SpGA2022_050489-R0	GO:0005634,GO:0009742,GO:0032784
SpGA2022_050490-R0	GO:0005515
SpGA2022_002500-R0	GO:0009535,GO:0009773,GO:0016730
SpGA2022_002502-R0	NA
SpGA2022_002503-R0	GO:0008289
SpGA2022_002504-R0	NA
SpGA2022_002506-R0	GO:0005515
SpGA2022_002506-R1	NA
SpGA2022_002507-R0	NA
SpGA2022_050492-R0	GO:0016491
SpGA2022_002508-R0	NA
SpGA2022_002509-R0	NA
SpGA2022_002511-R0	GO:0006511
SpGA2022_002511-R1	GO:0006511
SpGA2022_002512-R0	NA
SpGA2022_002513-R0	GO:0003755
SpGA2022_002514-R0	GO:0016409
SpGA2022_002515-R0	NA
SpGA2022_002516-R0	GO:0004190,GO:0006508
SpGA2022_002517-R0	NA
SpGA2022_002518-R0	NA
SpGA2022_002519-R0	NA
SpGA2022_002520-R0	NA
SpGA2022_002521-R0	GO:0061630
SpGA2022_002522-R0	NA
SpGA2022_002523-R0	GO:0016746
SpGA2022_050494-R0	GO:0003723
SpGA2022_050495-R0	NA
SpGA2022_002526-R0	GO:0016491
SpGA2022_002527-R0	GO:0005515
SpGA2022_002528-R0	NA
SpGA2022_002529-R0	GO:0016491
SpGA2022_002530-R0	GO:0016491
SpGA2022_050496-R0	GO:0005515
SpGA2022_002532-R0	GO:0009737
SpGA2022_050497-R0	GO:0004672,GO:0005524,GO:0006468,GO:0030246
SpGA2022_050498-R0	GO:0005524,GO:0016887
SpGA2022_002535-R0	GO:0005515
SpGA2022_002536-R0	GO:0045927
SpGA2022_050499-R0	NA
SpGA2022_002538-R0	GO:0000160
SpGA2022_002539-R0	NA
SpGA2022_002540-R0	NA
SpGA2022_002541-R0	GO:0016791
SpGA2022_050500-R0	NA
SpGA2022_050501-R0	NA
SpGA2022_050502-R0	GO:0008168
SpGA2022_050503-R0	GO:0003700,GO:0006355,GO:0046983
SpGA2022_002546-R0	NA
SpGA2022_002547-R0	GO:0004672,GO:0005524,GO:0006468,GO:0030247
SpGA2022_050504-R0	GO:0009058,GO:0016779
SpGA2022_002549-R0	NA
SpGA2022_002550-R0	NA
SpGA2022_050505-R0	GO:0005794,GO:0016020,GO:0016192,GO:0031267
SpGA2022_002552-R0	GO:0016491
SpGA2022_002553-R0	NA
SpGA2022_002554-R0	NA
SpGA2022_002555-R0	NA
SpGA2022_050506-R0	NA
SpGA2022_002556-R0	GO:0006486,GO:0016757
SpGA2022_050507-R0	NA
SpGA2022_002559-R0	GO:0016787
SpGA2022_002560-R0	GO:0048544
SpGA2022_002561-R0	NA
SpGA2022_002562-R0	GO:0016787
SpGA2022_002563-R0	NA
SpGA2022_002564-R0	NA
SpGA2022_050508-R0	GO:0003677,GO:0006355
SpGA2022_002566-R0	NA
SpGA2022_002567-R0	NA
SpGA2022_002568-R0	GO:0003723
SpGA2022_050509-R0	GO:0005515,GO:0008237,GO:0061578,GO:0070122
SpGA2022_002570-R0	NA
SpGA2022_050510-R0	NA
SpGA2022_002572-R0	NA
SpGA2022_002573-R0	NA
SpGA2022_050511-R0	NA
SpGA2022_050512-R0	GO:0003755,GO:0005515,GO:0030154,GO:0042761,GO:0099402
SpGA2022_002576-R0	GO:0005375,GO:0016021,GO:0035434
SpGA2022_002577-R0	GO:0008194
SpGA2022_002578-R0	NA
SpGA2022_002579-R0	GO:0008194
SpGA2022_002580-R0	NA
SpGA2022_050513-R0	GO:0008194
SpGA2022_050514-R0	NA
SpGA2022_002582-R0	GO:0016740
SpGA2022_002583-R0	NA
SpGA2022_002585-R0	GO:0005515
SpGA2022_050515-R0	GO:0008270
SpGA2022_002587-R0	NA
SpGA2022_002588-R0	NA
SpGA2022_002589-R0	NA
SpGA2022_050516-R0	GO:0004672,GO:0005515,GO:0005524,GO:0006468
SpGA2022_002591-R0	GO:0008270
SpGA2022_002592-R0	NA
SpGA2022_050517-R0	GO:0005515
SpGA2022_002594-R0	NA
SpGA2022_050518-R0	GO:0030246
SpGA2022_002595-R0	NA
SpGA2022_050519-R0	GO:0003924,GO:0005200,GO:0005525,GO:0005874,GO:0007017
SpGA2022_002598-R0	NA
SpGA2022_002599-R0	NA
SpGA2022_002600-R0	NA
SpGA2022_002601-R0	NA
SpGA2022_002602-R0	NA
SpGA2022_050520-R0	GO:0005515,GO:0008270
SpGA2022_050521-R0	NA
SpGA2022_002606-R0	NA
SpGA2022_050522-R0	GO:0017040,GO:0046514
SpGA2022_050523-R0	GO:0000015,GO:0000287,GO:0004634,GO:0006096
SpGA2022_002609-R0	GO:0003677
SpGA2022_002610-R0	NA
SpGA2022_002611-R0	NA
SpGA2022_002612-R0	GO:0009639,GO:0009959
SpGA2022_002612-R1	NA
SpGA2022_002614-R0	GO:0003865,GO:0006629,GO:0008202,GO:0016020,GO:0016627
SpGA2022_050525-R0	GO:0005515
SpGA2022_050526-R0	GO:0005515
SpGA2022_002617-R0	GO:0003676
SpGA2022_002618-R0	GO:0005975,GO:0016791
SpGA2022_002619-R0	NA
SpGA2022_002620-R0	NA
SpGA2022_050527-R0	NA
SpGA2022_002622-R0	NA
SpGA2022_002623-R0	NA
SpGA2022_050528-R0	GO:0003677
SpGA2022_050529-R0	GO:0004176,GO:0004222,GO:0005524,GO:0006508,GO:0016020,GO:0016887
SpGA2022_050530-R0	NA
SpGA2022_002628-R0	NA
SpGA2022_002630-R0	GO:0016747
SpGA2022_002631-R0	GO:0006862,GO:0055085
SpGA2022_050531-R0	GO:0003735,GO:0005840,GO:0006412
SpGA2022_002633-R0	NA
SpGA2022_050532-R0	GO:0009228,GO:0016830,GO:0051536
SpGA2022_050533-R0	NA
SpGA2022_050534-R0	GO:0016757
SpGA2022_002637-R0	NA
SpGA2022_002638-R0	NA
SpGA2022_002639-R0	GO:0008168,GO:0032259
SpGA2022_002640-R0	GO:0003677,GO:0003700,GO:0099402
SpGA2022_002641-R0	NA
SpGA2022_002642-R0	GO:0003743,GO:0005515,GO:0005852,GO:0006413,GO:0008237,GO:0031369,GO:0070122
SpGA2022_002643-R0	GO:0016746
SpGA2022_002643-R1	GO:0016746
SpGA2022_002644-R0	GO:0015267,GO:0016020,GO:0055085
SpGA2022_002645-R0	NA
SpGA2022_050536-R0	GO:0006486,GO:0016021,GO:0016757
SpGA2022_002648-R0	NA
SpGA2022_002649-R0	NA
SpGA2022_002650-R0	NA
SpGA2022_002651-R0	GO:0005515
SpGA2022_002652-R0	NA
SpGA2022_002653-R0	NA
SpGA2022_002654-R0	NA
SpGA2022_002655-R0	NA
SpGA2022_002656-R0	NA
SpGA2022_002657-R0	GO:0006952,GO:0019441,GO:0020037,GO:0046872
SpGA2022_002658-R0	NA
SpGA2022_002659-R0	NA
SpGA2022_050537-R0	NA
SpGA2022_002661-R0	NA
SpGA2022_002662-R0	NA
SpGA2022_002663-R0	NA
SpGA2022_002664-R0	NA
SpGA2022_002665-R0	NA
SpGA2022_002666-R0	NA
SpGA2022_002667-R0	NA
SpGA2022_002668-R0	NA
SpGA2022_002669-R0	GO:0005643,GO:0017056
SpGA2022_002669-R1	GO:0005643,GO:0017056
SpGA2022_002670-R0	NA
SpGA2022_002672-R0	GO:0003923,GO:0006508,GO:0008233,GO:0016255,GO:0042765
SpGA2022_002672-R1	GO:0003923,GO:0006508,GO:0008233,GO:0016255,GO:0042765
SpGA2022_002673-R0	NA
SpGA2022_050540-R0	GO:0005515,GO:0008270
SpGA2022_002674-R0	GO:0030246,GO:2001070
SpGA2022_050541-R0	GO:0008420,GO:0070940
SpGA2022_002679-R0	NA
SpGA2022_002679-R1	NA
SpGA2022_002676-R0	NA
SpGA2022_002678-R0	NA
SpGA2022_050543-R0	GO:0003824,GO:0016788
SpGA2022_050544-R0	NA
SpGA2022_002682-R0	NA
SpGA2022_050545-R0	NA
SpGA2022_050546-R0	GO:0005506,GO:0016705,GO:0020037
SpGA2022_002686-R0	NA
SpGA2022_050547-R0	NA
SpGA2022_002687-R0	NA
SpGA2022_002690-R0	NA
SpGA2022_002691-R0	NA
SpGA2022_002692-R0	GO:0003684,GO:0005515,GO:0005634,GO:0006281,GO:0080008
SpGA2022_002693-R0	GO:0055085
SpGA2022_002694-R0	NA
SpGA2022_050548-R0	GO:0006812,GO:0006816,GO:0008324,GO:0015369,GO:0016021,GO:0055085
SpGA2022_050549-R0	NA
SpGA2022_002697-R0	NA
SpGA2022_002698-R0	GO:0005524,GO:0010264,GO:0019140
SpGA2022_002699-R0	NA
SpGA2022_002700-R0	GO:0016788
SpGA2022_002701-R0	NA
SpGA2022_002702-R0	GO:0003824,GO:0042819,GO:0042823
SpGA2022_050550-R0	GO:0004672,GO:0005524,GO:0006468
SpGA2022_002704-R0	GO:0006355
SpGA2022_002705-R0	GO:0003677,GO:0003899,GO:0006351
SpGA2022_002706-R0	NA
SpGA2022_002707-R0	NA
SpGA2022_002708-R0	NA
SpGA2022_002709-R0	NA
SpGA2022_002710-R0	NA
SpGA2022_002711-R0	NA
SpGA2022_002712-R0	NA
SpGA2022_002713-R0	GO:0000166,GO:0000287,GO:0005524,GO:0015914,GO:0016021,GO:0140326
SpGA2022_002714-R0	NA
SpGA2022_002715-R0	GO:0006886
SpGA2022_050551-R0	GO:0005515,GO:0031929,GO:0031931
SpGA2022_002717-R0	NA
SpGA2022_002718-R0	GO:0003824,GO:0008483,GO:0030170
SpGA2022_002719-R0	NA
SpGA2022_002720-R0	NA
SpGA2022_002721-R0	GO:0005471,GO:0005743,GO:0055085,GO:0140021,GO:1990544
SpGA2022_002722-R0	GO:0046983
SpGA2022_002723-R0	NA
SpGA2022_002724-R0	GO:0004601,GO:0006979,GO:0020037,GO:0042744
SpGA2022_002725-R0	NA
SpGA2022_002726-R0	NA
SpGA2022_002727-R0	GO:0005764,GO:0006629,GO:0006665
SpGA2022_050552-R0	GO:0006629
SpGA2022_002729-R0	GO:0005471,GO:0006862,GO:0016021
SpGA2022_002730-R0	GO:0006470,GO:0008138,GO:0016311,GO:0016791
SpGA2022_002731-R0	NA
SpGA2022_002732-R0	GO:0016020,GO:0022857,GO:0055085
SpGA2022_002733-R0	NA
SpGA2022_002734-R0	GO:0005525
SpGA2022_050553-R0	NA
SpGA2022_002736-R0	NA
SpGA2022_002737-R0	GO:0004842,GO:0016567
SpGA2022_002737-R1	GO:0004842,GO:0005515,GO:0016567
SpGA2022_002738-R0	NA
SpGA2022_002739-R0	NA
SpGA2022_002740-R0	GO:0045892
SpGA2022_002740-R1	GO:0003677,GO:0045892
SpGA2022_002742-R0	GO:0004672,GO:0004674,GO:0005524,GO:0006468
SpGA2022_002742-R1	NA
SpGA2022_002743-R0	NA
SpGA2022_050557-R0	GO:0003824,GO:0004553,GO:0005975
SpGA2022_002745-R0	GO:0004784,GO:0006801,GO:0046872
SpGA2022_050558-R0	GO:0004672,GO:0005524,GO:0006468
SpGA2022_002747-R0	GO:0004842,GO:0005515,GO:0016567
SpGA2022_002747-R1	GO:0004842,GO:0005515,GO:0016567
SpGA2022_002748-R0	NA
SpGA2022_002749-R0	NA
SpGA2022_002750-R0	NA
SpGA2022_002751-R0	NA
SpGA2022_002752-R0	NA
SpGA2022_002753-R0	GO:0003735,GO:0005840,GO:0006412
SpGA2022_002754-R0	NA
SpGA2022_002755-R0	GO:0006869,GO:0008289
SpGA2022_002756-R0	NA
SpGA2022_002757-R0	GO:0006869,GO:0008289
SpGA2022_050560-R0	GO:0006869,GO:0008289
SpGA2022_002759-R0	GO:0003700,GO:0006355
SpGA2022_002760-R0	NA
SpGA2022_002761-R0	GO:0005506,GO:0016705,GO:0020037
SpGA2022_002762-R0	GO:0006869,GO:0008289
SpGA2022_002763-R0	NA
SpGA2022_002764-R0	GO:0005506,GO:0016705,GO:0020037
SpGA2022_002765-R0	NA
SpGA2022_002766-R0	GO:0005506,GO:0016705,GO:0020037
SpGA2022_002767-R0	GO:0005506,GO:0016705,GO:0020037
SpGA2022_002768-R0	NA
SpGA2022_002769-R0	GO:0005506,GO:0016705,GO:0020037
SpGA2022_002770-R0	NA
SpGA2022_002771-R0	GO:0005506,GO:0016705,GO:0020037
SpGA2022_002771-R1	GO:0005506,GO:0016705,GO:0020037
SpGA2022_002772-R0	GO:0003746,GO:0005737,GO:0006414,GO:0043043
SpGA2022_002773-R0	GO:0004672,GO:0005515,GO:0005524,GO:0006468
SpGA2022_002774-R0	NA
SpGA2022_002775-R0	GO:0016020
SpGA2022_002775-R1	GO:0016020
SpGA2022_002776-R0	NA
SpGA2022_002777-R0	NA
SpGA2022_002778-R0	NA
SpGA2022_002779-R0	NA
SpGA2022_002780-R0	GO:0003700,GO:0006355,GO:0043565
SpGA2022_002781-R0	GO:0003676,GO:0004386,GO:0005524
SpGA2022_050563-R0	GO:0000166,GO:0000287,GO:0005524,GO:0015914,GO:0016021,GO:0016887,GO:0140326
SpGA2022_002783-R0	NA
SpGA2022_002784-R0	NA
SpGA2022_050564-R0	GO:0005524,GO:0070615
SpGA2022_050565-R0	NA
SpGA2022_002787-R0	GO:1900150
SpGA2022_002787-R1	GO:1900150
SpGA2022_002788-R0	NA
SpGA2022_002789-R0	NA
SpGA2022_002790-R0	GO:0004672,GO:0005524,GO:0006468
SpGA2022_002791-R0	GO:0004553,GO:0071704
SpGA2022_002792-R0	NA
SpGA2022_050567-R0	GO:0004672,GO:0005524,GO:0006468
SpGA2022_050568-R0	NA
SpGA2022_002795-R0	GO:0004672,GO:0005524,GO:0006468
SpGA2022_002796-R0	NA
SpGA2022_050569-R0	GO:0003677,GO:0003700,GO:0006355
SpGA2022_050570-R0	GO:0004672,GO:0005515,GO:0005524,GO:0006468
SpGA2022_002799-R0	GO:0005524
SpGA2022_002800-R0	NA
SpGA2022_002801-R0	NA
SpGA2022_002802-R0	NA
SpGA2022_050571-R0	GO:0005515
SpGA2022_002804-R0	NA
SpGA2022_002805-R0	GO:0033178,GO:0046961,GO:1902600
SpGA2022_002806-R0	NA
SpGA2022_002809-R0	GO:0004672,GO:0005524,GO:0006468
SpGA2022_002809-R1	GO:0004672,GO:0005515,GO:0005524,GO:0006468
SpGA2022_002807-R0	GO:0004672,GO:0005524,GO:0006468
SpGA2022_002808-R0	NA
SpGA2022_050573-R0	NA
SpGA2022_002811-R0	NA
SpGA2022_002812-R0	NA
SpGA2022_050574-R0	GO:0061630,GO:1904294
SpGA2022_002814-R0	NA
SpGA2022_050575-R0	GO:0004343,GO:0006048,GO:0008080
SpGA2022_002816-R0	GO:0005515
SpGA2022_002817-R0	NA
SpGA2022_050576-R0	GO:0005515,GO:0007064
SpGA2022_002819-R0	NA
SpGA2022_002820-R0	GO:0005509
SpGA2022_002821-R0	GO:0016592,GO:2000762
SpGA2022_002822-R0	NA
SpGA2022_002823-R0	GO:0006351
SpGA2022_002824-R0	NA
SpGA2022_002825-R0	GO:0005515
SpGA2022_050577-R0	NA
SpGA2022_002827-R0	NA
SpGA2022_002828-R0	NA
SpGA2022_002829-R0	GO:0042274
SpGA2022_002830-R0	GO:0003824
SpGA2022_002830-R1	GO:0003824
SpGA2022_002831-R0	NA
SpGA2022_002832-R0	NA
SpGA2022_050579-R0	GO:0000166,GO:0006260,GO:0006281,GO:0043138,GO:0044237
SpGA2022_002834-R0	GO:0004672,GO:0005524,GO:0006468
SpGA2022_002835-R0	NA
SpGA2022_002836-R0	GO:0003824,GO:0004306,GO:0006646,GO:0009058
SpGA2022_002836-R1	GO:0003824,GO:0004488,GO:0009058
SpGA2022_002836-R2	GO:0004488
SpGA2022_002837-R0	GO:0007034
SpGA2022_002838-R0	GO:0007034
SpGA2022_002839-R0	NA
SpGA2022_002840-R0	NA
SpGA2022_050582-R0	NA
SpGA2022_002842-R0	GO:0005515
SpGA2022_002842-R1	GO:0005515
SpGA2022_050584-R0	GO:0016757,GO:0047262
SpGA2022_002844-R0	GO:0005783,GO:0006488,GO:0016758,GO:0042281
SpGA2022_002845-R0	GO:0005515
SpGA2022_002846-R0	NA
SpGA2022_002847-R0	NA
SpGA2022_002848-R0	NA
SpGA2022_050585-R0	GO:0004672,GO:0005524,GO:0006468
SpGA2022_002850-R0	GO:0004672,GO:0005515,GO:0005524,GO:0006468
SpGA2022_002851-R0	NA
SpGA2022_050586-R0	GO:0016480
SpGA2022_002853-R0	GO:0003979,GO:0016616,GO:0051287
SpGA2022_002854-R0	NA
SpGA2022_050587-R0	GO:0004553,GO:0005975
SpGA2022_050588-R0	NA
SpGA2022_050589-R0	NA
SpGA2022_050590-R0	GO:0016746
SpGA2022_002859-R0	NA
SpGA2022_002860-R0	NA
SpGA2022_002861-R0	NA
SpGA2022_050591-R0	GO:0070300
